sStart Time, Thu Feb 23 14:42:53 GMT-0700 2023,,
Energy calibration,  Offset: -0.06771931052207947, Slope: 0.1000848338007927, Quadratic: 0
Live Time (s),433.07,,
Real Time (s),522.36,,
Elapsed Computational,1000000,,
Spectrum,,,
Channel, Energy (keV), Counts,
1382,138.249521,1102,
1383,138.3496058,1116,
1384,138.4496907,1071,
1385,138.5497755,1001,
1386,138.6498603,1031,
1387,138.7499452,1071,
1388,138.85003,1042,
1389,138.9501148,1109,
1390,139.0501997,1039,
1391,139.1502845,1029,
1392,139.2503693,1053,
1393,139.3504542,1040,
1394,139.450539,1038,
1395,139.5506238,1111,
1396,139.6507087,1084,
1397,139.7507935,1022,
1398,139.8508783,1032,
1399,139.9509632,1082,
1400,140.051048,1075,
1401,140.1511328,1062,
1402,140.2512177,1084,
1403,140.3513025,1058,
1404,140.4513873,1065,
1405,140.5514722,1066,
1406,140.651557,1125,
1407,140.7516418,1098,
1408,140.8517267,1057,
1409,140.9518115,1068,
1410,141.0518963,1071,
1411,141.1519812,1095,
1412,141.252066,1084,
1413,141.3521508,1065,
1414,141.4522357,1044,
1415,141.5523205,1021,
1416,141.6524054,1032,
1417,141.7524902,1065,
1418,141.852575,1038,
1419,141.9526599,1055,
1420,142.0527447,1032,
1421,142.1528295,1083,
1422,142.2529144,1158,
1423,142.3529992,1076,
1424,142.453084,1106,
1425,142.5531689,1066,
1426,142.6532537,1083,
1427,142.7533385,1000,
1428,142.8534234,1056,
1429,142.9535082,1091,
1430,143.053593,1058,
1431,143.1536779,1045,
1432,143.2537627,1058,
1433,143.3538475,1127,
1434,143.4539324,1083,
1435,143.5540172,1056,
1436,143.654102,1053,
1437,143.7541869,1075,
1438,143.8542717,1085,
1439,143.9543565,1062,
1440,144.0544414,1047,
1441,144.1545262,992,
1442,144.254611,1054,
1443,144.3546959,1134,
1444,144.4547807,1080,
1445,144.5548655,1077,
1446,144.6549504,1074,
1447,144.7550352,1112,
1448,144.85512,1079,
1449,144.9552049,1102,
1450,145.0552897,1101,
1451,145.1553745,1111,
1452,145.2554594,1111,
1453,145.3555442,1089,
1454,145.455629,1065,
1455,145.5557139,1076,
1456,145.6557987,1087,
1457,145.7558835,1105,
1458,145.8559684,1049,
1459,145.9560532,1057,
1460,146.056138,1082,
1461,146.1562229,1081,
1462,146.2563077,1103,
1463,146.3563925,1098,
1464,146.4564774,1057,
1465,146.5565622,1046,
1466,146.656647,1169,
1467,146.7567319,1046,
1468,146.8568167,1079,
1469,146.9569015,1037,
1470,147.0569864,1046,
1471,147.1570712,1078,
1472,147.257156,1068,
1473,147.3572409,1007,
1474,147.4573257,1072,
1475,147.5574105,1066,
1476,147.6574954,1030,
1477,147.7575802,1111,
1478,147.857665,1041,
1479,147.9577499,1096,
1480,148.0578347,1023,
1481,148.1579195,1035,
1482,148.2580044,1059,
1483,148.3580892,1067,
1484,148.458174,1070,
1485,148.5582589,1101,
1486,148.6583437,1097,
1487,148.7584286,1098,
1488,148.8585134,1061,
1489,148.9585982,1016,
1490,149.0586831,1084,
1491,149.1587679,1110,
1492,149.2588527,1085,
1493,149.3589376,1061,
1494,149.4590224,1119,
1495,149.5591072,1112,
1496,149.6591921,1051,
1497,149.7592769,1081,
1498,149.8593617,1078,
1499,149.9594466,1098,
1500,150.0595314,1091,
1501,150.1596162,1041,
1502,150.2597011,1099,
1503,150.3597859,1052,
1504,150.4598707,1072,
1505,150.5599556,1092,
1506,150.6600404,1048,
1507,150.7601252,1000,
1508,150.8602101,1056,
1509,150.9602949,1058,
1510,151.0603797,1064,
1511,151.1604646,1022,
1512,151.2605494,1061,
1513,151.3606342,1077,
1514,151.4607191,1070,
1515,151.5608039,1092,
1516,151.6608887,1091,
1517,151.7609736,1118,
1518,151.8610584,1145,
1519,151.9611432,1061,
1520,152.0612281,1090,
1521,152.1613129,1065,
1522,152.2613977,1023,
1523,152.3614826,1118,
1524,152.4615674,1058,
1525,152.5616522,1065,
1526,152.6617371,1086,
1527,152.7618219,1056,
1528,152.8619067,1070,
1529,152.9619916,1031,
1530,153.0620764,1092,
1531,153.1621612,1075,
1532,153.2622461,1052,
1533,153.3623309,1111,
1534,153.4624157,1115,
1535,153.5625006,1086,
1536,153.6625854,1051,
1537,153.7626702,1088,
1538,153.8627551,1152,
1539,153.9628399,1108,
1540,154.0629247,1085,
1541,154.1630096,1115,
1542,154.2630944,1050,
1543,154.3631792,1079,
1544,154.4632641,1094,
1545,154.5633489,1089,
1546,154.6634337,1125,
1547,154.7635186,1065,
1548,154.8636034,1093,
1549,154.9636882,1067,
1550,155.0637731,1130,
1551,155.1638579,1116,
1552,155.2639427,1053,
1553,155.3640276,1076,
1554,155.4641124,1049,
1555,155.5641972,1062,
1556,155.6642821,1048,
1557,155.7643669,1021,
1558,155.8644518,1112,
1559,155.9645366,1041,
1560,156.0646214,1075,
1561,156.1647063,1095,
1562,156.2647911,1083,
1563,156.3648759,1062,
1564,156.4649608,1077,
1565,156.5650456,1081,
1566,156.6651304,1020,
1567,156.7652153,1125,
1568,156.8653001,1065,
1569,156.9653849,1106,
1570,157.0654698,1067,
1571,157.1655546,1130,
1572,157.2656394,1078,
1573,157.3657243,1081,
1574,157.4658091,1101,
1575,157.5658939,1078,
1576,157.6659788,1096,
1577,157.7660636,1123,
1578,157.8661484,1112,
1579,157.9662333,1073,
1580,158.0663181,1082,
1581,158.1664029,1026,
1582,158.2664878,1051,
1583,158.3665726,1083,
1584,158.4666574,1063,
1585,158.5667423,1077,
1586,158.6668271,1064,
1587,158.7669119,1028,
1588,158.8669968,1112,
1589,158.9670816,1116,
1590,159.0671664,1056,
1591,159.1672513,1065,
1592,159.2673361,1142,
1593,159.3674209,1107,
1594,159.4675058,1132,
1595,159.5675906,1044,
1596,159.6676754,1069,
1597,159.7677603,1095,
1598,159.8678451,1069,
1599,159.9679299,1054,
1600,160.0680148,1099,
1601,160.1680996,1116,
1602,160.2681844,1111,
1603,160.3682693,1061,
1604,160.4683541,1101,
1605,160.5684389,1104,
1606,160.6685238,1078,
1607,160.7686086,1093,
1608,160.8686934,1124,
1609,160.9687783,1150,
1610,161.0688631,1075,
1611,161.1689479,1082,
1612,161.2690328,1103,
1613,161.3691176,1103,
1614,161.4692024,1077,
1615,161.5692873,1102,
1616,161.6693721,1072,
1617,161.7694569,1052,
1618,161.8695418,1084,
1619,161.9696266,1095,
1620,162.0697114,1082,
1621,162.1697963,1145,
1622,162.2698811,1067,
1623,162.3699659,1086,
1624,162.4700508,1119,
1625,162.5701356,1098,
1626,162.6702204,1122,
1627,162.7703053,1156,
1628,162.8703901,1088,
1629,162.970475,1052,
1630,163.0705598,1056,
1631,163.1706446,1053,
1632,163.2707295,1091,
1633,163.3708143,1090,
1634,163.4708991,1049,
1635,163.570984,1104,
1636,163.6710688,1121,
1637,163.7711536,1071,
1638,163.8712385,1139,
1639,163.9713233,1066,
1640,164.0714081,1129,
1641,164.171493,1123,
1642,164.2715778,1089,
1643,164.3716626,1158,
1644,164.4717475,1075,
1645,164.5718323,1099,
1646,164.6719171,1094,
1647,164.772002,1138,
1648,164.8720868,1138,
1649,164.9721716,1083,
1650,165.0722565,1072,
1651,165.1723413,1098,
1652,165.2724261,1067,
1653,165.372511,1101,
1654,165.4725958,1073,
1655,165.5726806,1115,
1656,165.6727655,1079,
1657,165.7728503,1102,
1658,165.8729351,1092,
1659,165.97302,1057,
1660,166.0731048,1085,
1661,166.1731896,1055,
1662,166.2732745,1078,
1663,166.3733593,1104,
1664,166.4734441,1083,
1665,166.573529,1202,
1666,166.6736138,1164,
1667,166.7736986,1076,
1668,166.8737835,1123,
1669,166.9738683,1125,
1670,167.0739531,1097,
1671,167.174038,1167,
1672,167.2741228,1102,
1673,167.3742076,1174,
1674,167.4742925,1145,
1675,167.5743773,1158,
1676,167.6744621,1138,
1677,167.774547,1117,
1678,167.8746318,1109,
1679,167.9747166,1119,
1680,168.0748015,1203,
1681,168.1748863,1140,
1682,168.2749711,1207,
1683,168.375056,1123,
1684,168.4751408,1128,
1685,168.5752256,1207,
1686,168.6753105,1135,
1687,168.7753953,1110,
1688,168.8754801,1238,
1689,168.975565,1119,
1690,169.0756498,1136,
1691,169.1757346,1162,
1692,169.2758195,1152,
1693,169.3759043,1204,
1694,169.4759891,1125,
1695,169.576074,1100,
1696,169.6761588,1222,
1697,169.7762436,1201,
1698,169.8763285,1156,
1699,169.9764133,1206,
1700,170.0764982,1176,
1701,170.176583,1167,
1702,170.2766678,1203,
1703,170.3767527,1235,
1704,170.4768375,1272,
1705,170.5769223,1225,
1706,170.6770072,1166,
1707,170.777092,1199,
1708,170.8771768,1263,
1709,170.9772617,1252,
1710,171.0773465,1219,
1711,171.1774313,1240,
1712,171.2775162,1225,
1713,171.377601,1265,
1714,171.4776858,1294,
1715,171.5777707,1218,
1716,171.6778555,1223,
1717,171.7779403,1260,
1718,171.8780252,1303,
1719,171.97811,1270,
1720,172.0781948,1209,
1721,172.1782797,1180,
1722,172.2783645,1277,
1723,172.3784493,1196,
1724,172.4785342,1216,
1725,172.578619,1174,
1726,172.6787038,1261,
1727,172.7787887,1228,
1728,172.8788735,1254,
1729,172.9789583,1179,
1730,173.0790432,1184,
1731,173.179128,1215,
1732,173.2792128,1250,
1733,173.3792977,1194,
1734,173.4793825,1199,
1735,173.5794673,1295,
1736,173.6795522,1254,
1737,173.779637,1252,
1738,173.8797218,1232,
1739,173.9798067,1218,
1740,174.0798915,1144,
1741,174.1799763,1178,
1742,174.2800612,1265,
1743,174.380146,1223,
1744,174.4802308,1211,
1745,174.5803157,1182,
1746,174.6804005,1280,
1747,174.7804853,1169,
1748,174.8805702,1234,
1749,174.980655,1182,
1750,175.0807398,1200,
1751,175.1808247,1224,
1752,175.2809095,1242,
1753,175.3809943,1173,
1754,175.4810792,1192,
1755,175.581164,1184,
1756,175.6812488,1208,
1757,175.7813337,1226,
1758,175.8814185,1183,
1759,175.9815033,1274,
1760,176.0815882,1173,
1761,176.181673,1188,
1762,176.2817578,1231,
1763,176.3818427,1211,
1764,176.4819275,1185,
1765,176.5820123,1238,
1766,176.6820972,1156,
1767,176.782182,1209,
1768,176.8822668,1230,
1769,176.9823517,1200,
1770,177.0824365,1218,
1771,177.1825214,1150,
1772,177.2826062,1256,
1773,177.382691,1246,
1774,177.4827759,1209,
1775,177.5828607,1199,
1776,177.6829455,1179,
1777,177.7830304,1243,
1778,177.8831152,1218,
1779,177.9832,1238,
1780,178.0832849,1148,
1781,178.1833697,1135,
1782,178.2834545,1259,
1783,178.3835394,1229,
1784,178.4836242,1194,
1785,178.583709,1203,
1786,178.6837939,1156,
1787,178.7838787,1184,
1788,178.8839635,1222,
1789,178.9840484,1180,
1790,179.0841332,1165,
1791,179.184218,1178,
1792,179.2843029,1166,
1793,179.3843877,1134,
1794,179.4844725,1166,
1795,179.5845574,1128,
1796,179.6846422,1157,
1797,179.784727,1100,
1798,179.8848119,1225,
1799,179.9848967,1186,
1800,180.0849815,1112,
1801,180.1850664,1153,
1802,180.2851512,1198,
1803,180.385236,1152,
1804,180.4853209,1204,
1805,180.5854057,1298,
1806,180.6854905,1179,
1807,180.7855754,1199,
1808,180.8856602,1182,
1809,180.985745,1147,
1810,181.0858299,1152,
1811,181.1859147,1223,
1812,181.2859995,1186,
1813,181.3860844,1191,
1814,181.4861692,1164,
1815,181.586254,1155,
1816,181.6863389,1126,
1817,181.7864237,1227,
1818,181.8865085,1160,
1819,181.9865934,1134,
1820,182.0866782,1122,
1821,182.186763,1192,
1822,182.2868479,1127,
1823,182.3869327,1129,
1824,182.4870175,1192,
1825,182.5871024,1194,
1826,182.6871872,1072,
1827,182.787272,1172,
1828,182.8873569,1155,
1829,182.9874417,1180,
1830,183.0875265,1171,
1831,183.1876114,1223,
1832,183.2876962,1153,
1833,183.387781,1123,
1834,183.4878659,1161,
1835,183.5879507,1245,
1836,183.6880355,1117,
